Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotación AM
CULIACAN SIN.,303658,CLCN PRODUCTO RETAIL SELECCION,5,0,0,5,0,0
CULIACAN SIN.,240320,CLCN ACADEMIA LIDERAZG Y STAFF,3,0,0,3,0,0
VERACRUZ VER,300559,,6,0,0,7,0,0
CULIACAN SIN.,240319,CLCN ACADEMIA CIENCIA DE DATOS,4,0,0,3,0,0
CULIACAN SIN.,240318,CLCN TECH ACADEMY,3,0,0,2,0,0
VERACRUZ VER,657010,,2,0,0,2,0,0
CULIACAN SIN.,240317,CLCN ACADEMIA VENTAS,5,0,0,3,0,0
TLAQUEPAQUE,547004,TLQP ZONA COBRANZA,1,0,0,1,0,0
CULIACAN SIN.,240316,CLCN DISEÑO Y DESARROLLO,1,0,0,5,0,0
VERACRUZ VER,109810,,1,0,0,1,0,0
CULIACAN SIN.,230052,CLCN INSTRUCTORES CAPACITACION,1,0,0,3,0,0
VERACRUZ VER,43910,,1,0,0,1,0,0
VERACRUZ VER,17110,,1,0,0,1,0,0
CULIACAN SIN.,230044,CLCN CAPACITACION OPTICA,0,0,0,2,0,0
CULIACAN SIN.,230037,CLCN INSTRUCTORES LAC,0,0,0,3,0,0
CULIACAN SIN.,303641,CLCN DESARROLLO PRODUCTOS,0,0,0,1,0,0
"ACAPULCO, GRO",493380,ACPO CZB ACAPULCO,4,0,0,3,0,0
ZINAPECUARO,114190,ZCRO 1141 AFO CARDENAS,0,0,0,0,1,0
S JOSE DEL CABO,14590,SNJC 145 AFO MANUEL DOBLADO,0,0,0,0,1,0
CABO SAN LUCAS,301090,CSLC COORDINACION AFORE,1,0,0,1,0,0
TLAQUEPAQUE,105290,TLQP 1052 AFO 8 DE JULIO,0,0,0,0,2,0
CULIACAN SIN.,230020,CLCN CAPACITACION COORDINACION,7,0,0,2,0,0
VERACRUZ VER,245590,,2,0,0,2,0,0
CULIACAN SIN.,230019,CLCN INSTRUCTORES TRANSPORTE,0,0,0,1,0,0
VERACRUZ VER,245589,,1,0,0,1,0,0
VERACRUZ VER,217111,,2,0,0,2,0,0
CULIACAN SIN.,230018,CLCN PROGRAMAS ACADEMICOS,0,0,0,1,0,0
CULIACAN SIN.,230015,CLCN DESPLIEGUE CAPACITACION,2,0,0,4,0,0
CULIACAN SIN.,230013,CLCN DNC Y ACADEMIAS,0,0,0,1,0,0
VERACRUZ VER,155308,,3,0,0,2,0,0
VERACRUZ VER,302010,,1,0,0,1,0,0
CULIACAN SIN.,230008,CLCN CAPACITACION,2,0,0,2,0,0
CULIACAN SIN.,303624,CLCN OFICINA DE GESTION AGIL,5,0,0,5,0,0
VERACRUZ VER,539702,,2,0,0,2,0,0
VERACRUZ VER,509105,,3,0,0,3,0,0
CULIACAN SIN.,230528,CLCN ESTRATEGIA VINCULACION,2,0,0,2,0,0
"GUAMUCHIL, SIN.",230054,GMCH INSTRUCTORES CAPACITACION,1,0,0,1,0,0
CUAUTITLAN IZCA,231942,CTLZ GERENCIA FUNCIONAL RRHH,1,0,0,1,0,0
CUAUTITLAN IZCA,241308,CTLZ INSTRUCTORES TRANSPORTE,1,0,0,1,0,0
CULIACAN SIN.,250541,CLCN PROGRAMA HABILITADORES,0,0,0,1,0,0
CUAUTITLAN IZCA,241306,CTLZ CAPACITACION,2,0,0,2,0,0
CUAUTITLAN IZCA,240545,CTLZ INSTRUCTORES LAC,1,0,0,1,0,0
CUAUTITLAN IZCA,240544,CTLZ INSTRUCTORES CAPACITACION,0,0,0,1,0,0
"TEZONAPA, VER",250378,,1,0,0,1,0,0
"QUERETARO, QRO.",357145,QRTO CERTI,1,0,0,1,0,0
CULIACAN SIN.,225283,#N/A,3,0,0,2,0,0
"QUERETARO, QRO.",230076,QRTO OFICINA DE RESULTADOS,1,0,0,1,0,0
"JIMENEZ, CHIH",240556,#N/A,1,0,0,1,0,0
"CD JUAREZ, CHIU",247515,#N/A,1,0,0,1,0,0
"CD JUAREZ, CHIU",240528,CDJZ INSTRUCTORES CAPACITACIÓN,0,0,0,0,0,0
TLAQUEPAQUE,100603,TLQP 1006 CAJ CRUZ DEL SUR,3,0,0,3,0,0
CULIACAN SIN.,225282,#N/A,4,0,0,2,0,0
"CD JUAREZ, CHIU",240117,CDJZ INSTRUCTORES TRANSPORTE,0,0,0,0,0,0
"CD JUAREZ, CHIU",240112,CDJZ CAPACITACION,2,0,0,2,0,0
"SANTIAGO TUXTLA, VER",118003,,3,0,0,3,0,0
"SANTIAGO TUXTLA, VER",73803,,3,0,0,3,0,0
MIGUEL HGO D.F.,240610,MHGO EDUCACION EMOCIONAL,2,0,0,1,0,0
SAN ANDRES TUXTLA,325101,,3,0,0,3,0,0
MIGUEL HGO D.F.,231188,MHGO GERENCIA FUNCIONAL RRHH,7,0,0,9,0,0
MIGUEL HGO D.F.,231073,MHGO NACIONAL OPERACION RRHH,2,0,0,2,0,0
TLAQUEPAQUE,15303,TLQP 153 CAJ PARIAN,3,0,0,3,0,0
CULIACAN SIN.,225281,#N/A,6,0,0,3,0,0
CULIACAN SIN.,231473,CLCN CLIENTES GC,1,0,0,1,0,0
MIGUEL HGO D.F.,250721,MHGO ARQUITECTURA ORG I,1,0,0,1,0,0
SAN ANDRES TUXTLA,250329,,2,0,0,2,0,0
MIGUEL HGO D.F.,250720,MHGO ARQUITECTURA ORG II,0,0,0,0,1,0
SAN ANDRES TUXTLA,247106,,3,0,0,3,0,0
SAN ANDRES TUXTLA,37610,,1,0,0,1,0,0
MIGUEL HGO D.F.,250715,#N/A,0,0,0,1,0,0
SAN ANDRES TUXTLA,245634,,1,0,0,1,0,0
"RIO BLANCO, VER",74710,,1,0,0,1,0,0
CULIACAN SIN.,231412,CLCN PLANEAC Y ESTRATEG DE TI,7,0,0,6,0,0
"RINCONADA, VER",656903,,4,0,0,4,0,0
"PIEDRAS NEGRAS, VER",250337,,1,0,0,1,0,0
"PIEDRAS NEGRAS, VER",300578,,3,0,0,3,0,0
"PIEDRAS NEGRAS, VER",92310,,1,0,0,1,0,0
MIGUEL HGO D.F.,231072,MHGO GESTION CLIMA ORGANIZACIO,4,0,0,3,0,0
"PASO DEL MACHO, VER",350801,,1,0,0,1,0,0
"PASO DEL MACHO, VER",247112,,1,0,0,1,0,0
"PASO DEL MACHO, VER",300582,,2,0,0,2,0,0
MIGUEL HGO D.F.,357153,MHGO TYD STAFF ESTR Y TRANSF,4,0,0,5,0,0
CULIACAN SIN.,304002,CLCN CX VENTAS POR TELEFONO,5,0,0,5,0,0
"ORIZABA, VER.",310401,,4,0,0,4,0,0
MIGUEL HGO D.F.,231273,MHGO ANALITICA DE TALENTO,2,0,0,3,0,0
MIGUEL HGO D.F.,230068,MHGO DIR TALENTO Y DESARROLLO,2,0,0,2,0,0
MIGUEL HGO D.F.,241061,MHGO DIR CORP NOM Y BENEFICIOS,3,0,0,3,0,0
MIGUEL HGO D.F.,241038,MHGO FONDO Y CAJA DE AHORRO,8,0,0,5,0,0
MIGUEL HGO D.F.,241037,MHGO COMPENSACIONES CDMX,1,0,0,3,0,0
"ORIZABA, VER.",61003,,4,0,0,4,0,0
MIGUEL HGO D.F.,240920,MHGO ESTRATEGIA INDUCCION,1,0,0,2,0,0
"ORIZABA, VER.",300557,,3,0,0,3,0,0
"ORIZABA, VER.",86710,,1,0,0,2,0,0
MIGUEL HGO D.F.,241111,MHGO TALENTO Y APRENDIZAJE,4,0,0,7,0,0
"ORIZABA, VER.",13710,,2,0,0,2,0,0
"ORIZABA, VER.",245588,,1,0,0,1,0,0
AZCAPOTZALCO DF,231035,AZCP PROG ORIENTACION TALENTO,1,0,0,2,0,0
"ORIZABA, VER.",230367,,1,0,0,1,0,0
AZCAPOTZALCO DF,230003,AZCP COACHING,0,0,0,5,0,0
AZCAPOTZALCO DF,230505,AZCP RYS CENTRO DE EXC OP,6,0,0,6,0,0
CULIACAN SIN.,303997,CLCN CUSTOMER EXPERIENCE-N1,7,0,0,7,0,0
CULIACAN SIN.,303993,CLCN SPV MUEBLES II,18,0,0,17,0,0
CABO SAN LUCAS,657290,CSLC 6572 AFO PLAZA PATIO,0,0,0,0,0,0
"OMEALCA, VER",760503,,2,0,0,2,0,0
OLUTA VER,122503,,5,0,0,5,0,0
AZCAPOTZALCO DF,240606,AZCP CAPACITACION,2,0,0,2,0,0
AZCAPOTZALCO DF,230043,AZCP CAPACITACION OPTICA,1,0,0,1,0,0
"TONALA,JALISCO",300512,TNLA INVENTARIOS ZONA I,3,0,0,3,0,0
CULIACAN SIN.,231413,CLCN RELACIONES PUBLICAS,2,0,0,2,0,0
"MINATITLAN, VER",310101,,1,0,0,1,0,0
MIGUEL HGO D.F.,321522,MHGO COMUNICACION,3,0,0,3,0,0
"TONALA,JALISCO",681501,#N/A,5,0,0,1,0,0
CULIACAN SIN.,303987,CLCN SEG POST VENTA OMNICANAL,1,0,0,1,0,0
MIGUEL HGO D.F.,321256,MHGO RELACIONES PUBLICAS,3,0,0,3,0,0
MIGUEL HGO D.F.,230035,MHGO COMUNICACION CORPORATIVA,5,0,0,5,0,0
"MINATITLAN, VER",60903,,3,0,0,3,0,0
CULIACAN SIN.,770810,#N/A,0,0,0,1,0,0
"TONALA,JALISCO",135210,TNLA 1352 GTE TONALTECAS,1,0,0,1,0,0
CIUDAD HIDALGO CHIAP,300689,CDHD INVENTARIOS ZONA,2,0,0,2,0,0
"MINATITLAN, VER",250327,,2,0,0,2,0,0
CIUDAD HIDALGO CHIAP,664010,CDHO 6640 GTE CIUDAD HIDALGO,1,0,0,1,0,0
"MINATITLAN, VER",300565,,1,0,0,1,0,0
CIUDAD HIDALGO CHIAP,664003,CDHO 6640 MUE CIUDAD HIDALGO,3,0,0,3,0,0
"TONALA,JALISCO",17610,TNLA 176 GTE LOMA DORADA,1,0,0,2,0,0
"TONALA,JALISCO",245624,TNLA EXHIBICION TDAS REGIONAL,2,0,0,2,0,0
CULIACAN SIN.,303986,CLCN MDP CONCILIACIONES,3,0,0,5,0,0
"MINATITLAN, VER",245661,,2,0,0,2,0,0
"TEOPISCA, CHIAPAS",300687,TOSC INVENTARIOS ZONA,2,0,0,2,0,0
"TEOPISCA, CHIAPAS",792010,TOSC 7920 GTE PRIMERA AV ORIEN,1,0,0,1,0,0
"TEOPISCA, CHIAPAS",357301,TOSC ZONA,0,0,0,0,0,0
MEDELLIN,110310,,1,0,0,1,0,0
"LERDO DE TEJADA, VER",329401,,1,0,0,1,0,0
"LERDO DE TEJADA, VER",250333,,1,0,0,1,0,0
JALPA DE MENDEZ TAB,777610,JAMX 7776 GTE JALPA,2,0,0,2,0,0
"TONALA,JALISCO",514206,TNLA ZONA COBRANZA,1,0,0,1,0,0
"LERDO DE TEJADA, VER",245662,,1,0,0,1,0,0
"MAPASTEPEC, CHIAPAS",300262,MAPE INVENTARIOS ZONA I,3,0,0,3,0,0
IGNACIO DE LA LLAVE,111203,,4,0,0,4,0,0
"HUATUSCO, VERACRUZ",339601,,2,0,0,1,0,0
"MAPASTEPEC, CHIAPAS",659610,MAPE 6596 GTE FRANCISCO SARABI,2,0,0,2,0,0
"MAPASTEPEC, CHIAPAS",253701,MAPE RECURSOS HUMANOS,1,0,0,1,0,0
CULIACAN SIN.,303941,CLCN MDP GESTION SELLER,3,0,0,3,0,0
CULIACAN SIN.,303912,CLCN MP OPERACIONES,4,0,0,3,0,0
"HUATUSCO, VERACRUZ",653503,,4,0,0,4,0,0
"HUATUSCO, VERACRUZ",300570,,5,0,0,6,0,0
"MAPASTEPEC, CHIAPAS",351801,MAPE ZONA,1,0,0,1,0,0
FORTIN,118702,,9,0,0,9,0,0
"MAPASTEPEC, CHIAPAS",659603,MAPE 6596 CAJ FRANCISCO SARABI,5,0,0,5,0,0
"DE LAS CHOAPAS, VER",116202,,7,0,0,7,0,0
"DE LAS CHOAPAS, VER",116203,,3,0,0,3,0,0
"DE LAS CHOAPAS, VER",250336,,1,0,0,1,0,0
"DE LAS CHOAPAS, VER",247111,,1,0,0,1,0,0
"TUXTLA CHICO, CHIAPA",764702,TUCH 7647 ROP HIDALGO,8,0,0,8,0,0
"PICHUCALCO, CHIA",129710,PICO 1297 GTE AURORA,1,0,0,1,0,0
"PICHUCALCO, CHIA",349501,PICO ZONA,0,0,0,0,0,0
"PICHUCALCO, CHIA",129703,PICO 1297 CAJ AURORA,5,0,0,5,0,0
"CUITLAHUAC, VER",92403,,4,0,0,4,0,0
"CUITLAHUAC, VER",250338,,1,0,0,1,0,0
"TENOSIQUE, TAB",300261,TNSQ INVENTARIOS ZONA I,5,0,0,5,0,0
"CUITLAHUAC, VER",125510,,1,0,0,1,0,0
"COSCOMATEPEC, VER",342301,,1,0,0,1,0,0
"TENOSIQUE, TAB",650910,TNSQ 6509 GTE CALLE 28,2,0,0,2,0,0
"COLIMA, COL.",250294,CLMA RECURSOS HUMANOS,1,0,0,1,0,0
CULIACAN SIN.,303908,CLCN PIM FOTOGRAFIA,7,0,0,7,0,0
"COSCOMATEPEC, VER",250339,,1,0,0,1,0,0
"COSCOMATEPEC, VER",247113,,1,0,0,1,0,0
"COSCOMATEPEC, VER",108410,,2,0,0,2,0,0
"COSCOMATEPEC, VER",245629,,1,0,0,1,0,0
"COLIMA, COL.",300507,CLMA INVENTARIOS ZONA I,7,0,0,7,0,0
"COSAMALOAPAN, VER",653802,,12,0,0,13,0,0
"PIJIJIAPAN, CHIAPAS",300260,PJAP INVENTARIOS ZONA I,3,0,0,3,0,0
"PIJIJIAPAN, CHIAPAS",124510,PJAP 1245 GTE 3RA NORTE ORIENT,1,0,0,1,0,0
"COLIMA, COL.",38010,CLMA 380 GTE PLACETAS,0,0,0,0,0,0
CULIACAN SIN.,303697,CLCN CX CLIENTE Y SELLER OMNI,2,0,0,2,0,0
"COSAMALOAPAN, VER",653810,,1,0,0,1,0,0
"PIJIJIAPAN, CHIAPAS",245912,PJAP MANTENIMIENTO REGIONAL,1,0,0,1,0,0
"FRONTERA, TAB",35910,FTRA 359 GTE JUAN DE GRIJALVA,0,0,0,0,1,0
"FRONTERA, TAB",340901,FTRA ZONA,1,0,0,1,0,0
"COLIMA, COL.",6510,CLMA 65 GTE MADERO II,2,0,0,2,0,0
CULIACAN SIN.,303636,CLCN PIM E-COMMERCE,0,0,0,1,0,0
CULIACAN SIN.,303607,CLCN OPERACIONES ECOMMERCE,0,0,0,1,0,0
CABO SAN LUCAS,99090,CSLC 990 AFO CABO NORTE,0,0,0,0,0,0
TLAQUEPAQUE,15390,TLQP 153 AFO PARIAN,1,0,0,1,0,0
"FRONTERA, TAB",536701,FTRA COBRANZAS,11,0,0,11,0,0
"FRONTERA, TAB",35903,FTRA 359 CAJ JUAN DE GRIJALVA,4,0,0,4,0,0
"CORDOBA, VER.",114510,,1,0,0,1,0,0
"COLIMA, COL.",152702,CLMA DISTRIBUCION RAC,1,0,0,1,0,0
"CORDOBA, VER.",7810,,2,0,0,2,0,0
"CORDOBA, VER.",245628,,2,0,0,2,0,0
"CORDOBA, VER.",539704,,1,0,0,2,0,0
"COLIMA, COL.",245617,CLMA EXHIBICION TDAS REGIONAL,1,0,0,1,0,0
"COLIMA, COL.",247206,CLMA MANTENIMIENTO REGIONAL,2,0,0,2,0,0
"VILLAFLORES, CHIAPAS",98210,VLLF 982 GTE CALLE CENTRAL,1,0,0,1,0,0
"VILLAFLORES, CHIAPAS",250203,VLLF RECURSOS HUMANOS,1,0,0,1,0,0
"VILLAFLORES, CHIAPAS",337501,VLLF ZONA,2,0,0,2,0,0
"COLIMA, COL.",303803,CLMA ZONA III,5,0,0,5,0,0
COATZACOALCOS,763902,,0,0,0,0,0,0
COATZACOALCOS,91603,,3,0,0,3,0,0
COATZACOALCOS,300927,,1,0,0,1,0,0
"COLIMA, COL.",547006,CLMA ZONA COBRANZA,1,0,0,1,0,0
CULIACAN SIN.,250562,CLCN OP PIM ECOMMERCE,1,0,0,1,0,0
COATZACOALCOS,250326,,3,0,0,3,0,0
COATZACOALCOS,247103,,6,0,0,4,0,0
COATZACOALCOS,23410,,1,0,0,1,0,0
COATZACOALCOS,16810,,0,0,0,1,0,0
"PARAISO, TAB",95910,PRSO 959 GTE MELCHOR OCAMPO,1,0,0,1,0,0
COATZACOALCOS,512104,,1,0,0,1,0,0
"CD MENDOZA, VERACRUZ",337401,,1,0,0,1,0,0
"CD MENDOZA, VERACRUZ",91303,,7,0,0,7,0,0
"CD MENDOZA, VERACRUZ",300577,,1,0,0,1,0,0
"COLIMA, COL.",38003,CLMA 380 CAJ PLACETAS,3,0,0,4,0,0
"CD MENDOZA, VERACRUZ",91310,,2,0,0,2,0,0
"OCOSINGO, CHIAPAS",100810,OCSG 1008 GTE PERIFERICO,2,0,0,2,0,0
"OCOSINGO, CHIAPAS",250202,OCSG RECURSOS HUMANOS,1,0,0,1,0,0
CARLOS A CARRILLO VE,772403,,4,0,0,4,0,0
"OCOSINGO, CHIAPAS",337301,OCSG ZONA,1,0,0,1,0,0
CULIACAN SIN.,246203,CLCN DIRECCION GOBIERNO DE TI,3,0,0,2,0,0
"LA PAZ, BCS",782690,LPAZ 7826 AFO ALAMEDA,0,0,0,0,1,0
"EMILIANO ZAPATA, TAB",300256,EZTA INVENTARIOS ZONA I,4,0,0,4,0,0
"CARDEL, VER",95210,,1,0,0,1,0,0
"EMILIANO ZAPATA, TAB",89210,EZTA 892 GTE CHIAPAS,0,0,0,0,0,0
"EMILIANO ZAPATA, TAB",245423,EZTA EXHIBICION TDAS REGIONAL,1,0,0,1,0,0
"EMILIANO ZAPATA, TAB",245908,EZTA MANTENIMIENTO REGIONAL,1,0,0,1,0,0
"EMILIANO ZAPATA, TAB",250201,EZTA RECURSOS HUMANOS,1,0,0,1,0,0
BOCA DEL RIO,794403,,3,0,0,3,0,0
"EMILIANO ZAPATA, TAB",333601,EZTA ZONA,2,0,0,2,0,0
TLALPAN D.F.,402180,#N/A,3,0,0,2,0,0
ACATLAN DE JUAREZ JA,794503,ACJZ 7945 CAJ ACATLAN,2,0,0,2,0,0
BOCA DEL RIO,653610,,1,0,0,1,0,0
"CINTALAPA, CHIAPAS",300255,CNTP INVENTARIOS ZONA I,4,0,0,4,0,0
"ETZATLAN, JALISCO",776402,ETAN 7764 ROP INDEPENDENCIA,6,0,0,7,0,0
CULIACAN SIN.,230603,CLCN MEDIOS PUBLICITARIOS,6,0,0,6,0,0
"CINTALAPA, CHIAPAS",87810,CNTP 878 GTE CENTRAL SUR,1,0,0,1,0,0
"CINTALAPA, CHIAPAS",165601,CNTP DISTRIBUCION,6,0,0,6,0,0
"ANGEL R CABADA, VER",300573,,3,0,0,3,0,0
"CINTALAPA, CHIAPAS",245911,CNTP MANTENIMIENTO REGIONAL,1,0,0,1,0,0
"ETZATLAN, JALISCO",776403,ETAN 7764 CAJ INDEPENDENCIA,3,0,0,3,0,0
CULIACAN SIN.,321444,CLCN FUNCION SERVICIO AL CTE,2,0,0,2,0,0
"TIANGUISTENCO,EDOMEX",79490,SNTG AFO 794 MORELOS,0,0,0,0,0,0
"ALVARADO, VERACRUZ",333701,,0,0,0,1,0,0
"CINTALAPA, CHIAPAS",250200,CNTP RECURSOS HUMANOS,1,0,0,1,0,0
"ALVARADO, VERACRUZ",300571,,3,0,0,3,0,0
"ALVARADO, VERACRUZ",92510,,1,0,0,1,0,0
"CINTALAPA, CHIAPAS",333101,CNTP ZONA,3,0,0,2,0,0
"AGUA DULCE, VERACRUZ",90910,,1,0,0,1,0,0
"SAN BLAS, NAY",356930,SABL INVENTAROS ZONA I,2,0,0,2,0,0
"FRONTERA COMALAPA,CH",300254,FCML INVENTARIOS ZONA I,5,0,0,5,0,0
"FRONTERA COMALAPA,CH",86110,FCML 861 GTE CENTRAL NORTE,1,0,0,1,0,0
"SAN BLAS, NAY",129910,SABL 1299 GTE JUAREZ SAN BLAS,1,0,0,1,0,0
CULIACAN SIN.,231472,CLCN MARCAS EXCLUSIVAS 2,2,0,0,2,0,0
"FRONTERA COMALAPA,CH",165401,FCML DISTRIBUCION,8,0,0,6,0,0
"ACAYUCAN,VERACR",247110,,1,0,0,1,0,0
"FRONTERA COMALAPA,CH",250199,FCML RECURSOS HUMANOS,1,0,0,1,0,0
"ACAYUCAN,VERACR",245626,,1,0,0,1,0,0
"FRONTERA COMALAPA,CH",332101,FCML ZONA,2,0,0,2,0,0
"VICENTE GUERRERO, DG",351601,,1,0,0,1,0,0
"VICENTE GUERRERO, DG",787301,,5,0,0,5,0,0
"VICENTE GUERRERO, DG",760010,,1,0,0,2,0,0
"TONALA, CHIAPAS",300253,TNLC INVENTARIOS ZONA I,6,0,0,7,0,0
CULIACAN SIN.,231461,CLCN MKT NVOS NEG Y SERVICIOS,3,0,0,3,0,0
CULIACAN SIN.,231460,CLCN MKT CATEGORIAS MUEBLES 3,3,0,0,3,0,0
TENANCINGO EDM,33790,TNCG 337 AFO GUADALUPE VICTORI,2,0,0,2,0,0
"LA PAZ, BCS",21290,LPAZ 212 AFO FORJADORES,3,0,0,3,0,0
"TORREON, COAH.",301205,,2,0,0,3,0,0
"TONALA, CHIAPAS",85910,TNLC 859 GTE 16 DE SEPTIEMBRE,2,0,0,2,0,0
"MAGDALENA, JAL",130404,#N/A,0,0,0,0,0,0
"TONALA, CHIAPAS",165403,TNLC DISTRIBUCION,8,0,0,8,0,0
"TONALA, CHIAPAS",245493,TNLC EXH TDAS REGIONAL,1,0,0,1,0,0
CULIACAN SIN.,231459,CLCN MKT CATEGORIAS MUEBLES 2,3,0,0,3,0,0
"TONALA, CHIAPAS",250198,TNLC RECURSOS HUMANOS,1,0,0,1,0,0
"TONALA, CHIAPAS",330101,TNLC ZONA,1,0,0,3,0,0
"AHUALULCO DE ME, JAL",120810,AHLC 1208 GTE JAVIER MINA,1,0,0,1,0,0
"AHUALULCO DE ME, JAL",349001,AHLC ZONA,0,0,0,1,0,0
CULIACAN SIN.,231458,CLCN MKT CATEGORIAS MUEBLES 1,3,0,0,3,0,0
"TORREON, COAH.",24503,,3,0,0,3,0,0
"TONALA, CHIAPAS",76903,TNLC 769 CAJ MATAMOROS,3,0,0,3,0,0
"TORREON, COAH.",240107,,2,0,0,2,0,0
"TORREON, COAH.",301209,,2,0,0,2,0,0
"HUIXTLA, CHIAPAS",300252,HXTL INVENTARIOS ZONA I,1,0,0,1,0,0
"TORREON, COAH.",356935,,2,0,0,2,0,0
"TORREON, COAH.",356934,,2,0,0,3,0,0
"TORREON, COAH.",775310,,1,0,0,1,0,0
"HUIXTLA, CHIAPAS",352401,HXTL ZONA,1,0,0,1,0,0
"AHUALULCO DE ME, JAL",120803,AHLC 1208 CAJ JAVIER MINA,4,0,0,4,0,0
CULIACAN SIN.,230616,CLCN MKT CATEGORIAS MUEBLES,1,0,0,2,0,0
"TORREON, COAH.",12810,,0,0,0,1,0,0
"TORREON, COAH.",5710,,1,0,0,1,0,0
REFORMA CHIAPAS,118210,RFMA 1182 GTE LOPEZ MATEOS,0,0,0,0,0,0
"TORREON, COAH.",245531,,1,0,0,1,0,0
"TORREON, COAH.",245530,,1,0,0,1,0,0
"TORREON, COAH.",245155,,1,0,0,1,0,0
REFORMA CHIAPAS,344201,RFMA ZONA,2,0,0,2,0,0
"TORREON, COAH.",547602,,1,0,0,1,0,0
"TORREON, COAH.",501803,,3,0,0,3,0,0
SANTIAGO PAPASQUIARO,334601,,1,0,0,1,0,0
BAHIA DE BANDERAS,250449,BDBN RECURSOS HUMANOS,1,0,0,1,0,0
SANTIAGO PAPASQUIARO,89010,,1,0,0,2,0,0
"PALENQUE, CHIAPAS",673010,#N/A,1,0,0,1,0,0
SAN JUAN SABINA,320401,,1,0,0,1,0,0
"PALENQUE, CHIAPAS",42910,PLNQ 429 GTE VELAZCO,2,0,0,2,0,0
SAN JUAN SABINA,34301,,13,0,0,13,0,0
SAN JUAN SABINA,245210,,1,0,0,1,0,0
"PALENQUE, CHIAPAS",328501,PLNQ ZONA,3,0,0,4,0,0
SAN JUAN SABINA,356944,,6,0,0,6,0,0
SAN JUAN SABINA,245372,,0,0,0,0,1,0
"PALENQUE, CHIAPAS",791903,PLNQ 7919 CAJ ALLENDE SUR,3,0,0,3,0,0
CULIACAN SIN.,230609,CLCN ESTRATEGIA Y PLAN,3,0,0,3,0,0
CULIACAN SIN.,225288,#N/A,1,0,0,1,0,0
"XONACATLAN, EDO DE M",790790,XNCT 7907 FELIPE CARRILLO,1,0,0,1,0,0
"SAN BUENAVENTURA, CO",654402,,11,0,0,10,0,0
"SAN BUENAVENTURA, CO",654410,,0,0,0,1,0,0
CULIACAN SIN.,225253,#N/A,0,0,0,1,0,0
S PEDRO D L COL,250141,,1,0,0,1,0,0
"TEAPA, TABASCO",300249,TEAP INVENTARIOS ZONA I,6,0,0,6,0,0
CULIACAN SIN.,225252,#N/A,4,0,0,4,0,0
"TEAPA, TABASCO",245425,TEAP EXHIBICION TDAS REGIONAL,1,0,0,1,0,0
S PEDRO D L COL,34510,,0,0,0,1,0,0
"TEAPA, TABASCO",250196,TEAP RECURSOS HUMANOS,1,0,0,1,0,0
"TEAPA, TABASCO",328801,TEAP ZONA,0,0,0,0,0,0
LA PEÑITA DE JALTEMB,783610,LPÑJ 7836 GTE GUAYABITOS,0,0,0,0,0,0
"PIEDRAS NEGRAS, COAH",51002,,5,0,0,6,0,0
CULIACAN SIN.,225251,#N/A,3,0,0,3,0,0
CULIACAN SIN.,225250,#N/A,0,0,0,0,0,0
HUIMANGUILLO TA,666901,HMGO 6669 MUE HUIMANGUILLO,5,0,0,5,0,0
"PIEDRAS NEGRAS, COAH",28310,,2,0,0,1,0,0
HUIMANGUILLO TA,33410,HMGO 334 GTE JUAREZ,1,0,0,1,0,0
"PIEDRAS NEGRAS, COAH",245153,,2,0,0,1,0,0
HUIMANGUILLO TA,324201,HMGO ZONA,2,0,0,2,0,0
CULIACAN SIN.,225226,CLCN CRM TORRE DE CONTROL,3,0,0,3,0,0
"PARRAS, COAH",770210,,0,0,0,1,0,0
"NUEVO IDEAL, DURANGO",765302,,7,0,0,7,0,0
"TALA, JAL",117910,TALA 1179 GTE PEDRO MORENO,2,0,0,2,0,0
CULIACAN SIN.,225225,#N/A,3,0,0,3,0,0
"MONCLOVA, COAH.",308002,,1,0,0,0,0,0
"MONCLOVA, COAH.",308001,,4,0,0,4,0,0
CUNDUACAN TABAS,35510,CNDN 355 GTE UNIVERSIDAD,1,0,0,1,0,0
CUNDUACAN TABAS,245421,CNDN EXHIBICION TDAS REGIONAL,1,0,0,1,0,0
CUNDUACAN TABAS,245907,CNDN MANTENIMIENTO REGIONAL,1,0,0,1,0,0
CUNDUACAN TABAS,250194,CNDN RECURSOS HUMANOS,1,0,0,1,0,0
"TALA, JAL",348901,TALA ZONA,1,0,0,1,0,0
CULIACAN SIN.,231589,CLCN COMUNICACION Y CONTENIDO,3,0,0,3,0,0
IZTAPALAPA D.F.,490280,IZTP CZB MEXICO I,6,0,0,5,0,0
ATLACOMULCO,670390,ATLC 6703 AFO ATLACOMULCO,1,0,0,1,0,0
"TONALA,JALISCO",300490,TNLA COORDINACION AFORE,1,0,0,1,0,0
"TONALA,JALISCO",135290,TNLA 1352 AFO TONALTECAS,1,0,0,1,0,0
"TULTITLAN,EDO M",326990,#N/A,1,0,0,0,0,0
"MONCLOVA, COAH.",250137,,4,0,0,3,0,0
"MONCLOVA, COAH.",245208,,2,0,0,2,0,0
CUNDUACAN TABAS,320101,CNDN ZONA,1,0,0,2,0,0
"MONCLOVA, COAH.",769410,,0,0,0,1,0,0
"MONCLOVA, COAH.",4010,,2,0,0,2,0,0
"MONCLOVA, COAH.",245152,,1,0,0,1,0,0
